	Workload ID	Workload Name	Core Mask	Frequency A7	Frequency A15	Workload Duration	Number of Iterations	Samples Averaged	Status	Voltage A7	Voltage A15	Power A7	Power A15	Voltage Memory	Power Memory	Voltage GPU	Power GPU	Temperature C4	Temperature C5	Temperature C6	Temperature C7	Average Temperature A15	Core 0 CycleCount	Core 0 Event 0x14	Core 0 Event 0x16	Core 0 Event 0x13	Core 0 Event 0x0f	Core 1 CycleCount	Core 1 Event 0x14	Core 1 Event 0x16	Core 1 Event 0x13	Core 1 Event 0x0f	Core 2 CycleCount	Core 2 Event 0x14	Core 2 Event 0x16	Core 2 Event 0x13	Core 2 Event 0x0f	Core 3 CycleCount	Core 3 Event 0x14	Core 3 Event 0x16	Core 3 Event 0x13	Core 3 Event 0x0f	Core 4 CycleCount	Core 4 Event 0x1b	Core 4 Event 0x50	Core 4 Event 0x6a	Core 4 Event 0x73	Core 4 Event 0x14	Core 4 Event 0x19	Core 5 CycleCount	Core 5 Event 0x1b	Core 5 Event 0x50	Core 5 Event 0x6a	Core 5 Event 0x73	Core 5 Event 0x14	Core 5 Event 0x19	Core 6 CycleCount	Core 6 Event 0x1b	Core 6 Event 0x50	Core 6 Event 0x6a	Core 6 Event 0x73	Core 6 Event 0x14	Core 6 Event 0x19	Core 7 CycleCount	Core 7 Event 0x1b	Core 7 Event 0x50	Core 7 Event 0x6a	Core 7 Event 0x73	Core 7 Event 0x14	Core 7 Event 0x19	Average Utilisation	Core 0 Utilisation	Core 1 Utilisation	Core 2 Utilisation	Core 3 Utilisation	Core 4 Utilisation	Core 5 Utilisation	Core 6 Utilisation	Core 7 Utilisation	A7 Average Utilisation	A15 Average Utilisation	Average A7 CycleCount	Average A7 Event 0x14	Average A7 Event 0x16	Average A7 Event 0x13	Average A7 Event 0x0f	Average A15 CycleCount	Average A15 Event 0x1b	Average A15 Event 0x50	Average A15 Event 0x6a	Average A15 Event 0x73	Average A15 Event 0x14	Average A15 Event 0x19
331	91	lat_mem_rd_1_256	4,5,6,7:4,5,6,7	1000	600	30.12656	-1	146		1.08	0.915051369863	0.0671523287671	0.361499383562	1.21050513699	0.0280382808219	0.990351027397	0.101985363014	48.1575342466	49.0	50.4109589041	47.1438356164	48.6780821918	15024143.9156	3223398.87979	280749.766384	2276533.94782	23.4320647448	4850173.298	987011.66201	91171.2286186	676002.880548	17.7610536442	1990568.87633	380346.839767	38192.8393182	266318.041693	4.10697891086	1991419.59442	345585.27012	38190.8428917	249193.692798	40.063447967	483168968.255	88713697.5771	6841575.53667	28218.5749988	6315347.34284	13141604.4193	15826.3622284	412538077.053	69367685.2954	6915806.45808	34032.484543	5886332.22645	10040154.1505	14382.932914	233593962.418	43324657.7972	3499265.57731	34843.6670377	4591439.31899	6498376.99287	17632.7182324	85522641.4343	20395733.7431	1454651.5754	85856.7652086	5855150.87881	5962780.79787	47393.1245557	25.3322828246	0.386516189859	0.129760276352	0.0975701130086	0.0723219603505	81.2126609256	68.1729170697	38.6752731825	13.6776067411	0.171542134893	50.4346144797	5964076.42109	1234085.66292	112076.169303	867012.140716	21.3408863167	303705912.29	55450443.6032	4677824.78686	45737.872947	5662067.44177	8910729.09014	23808.7844827
332	92	lat_mem_rd_200_8	4,5,6,7:4,5,6,7	1000	600	30.10018	-1	146		1.08	0.915188356164	0.0668342465753	0.369440157534	1.21089041096	0.0282112739726	0.990102739726	0.101727547945	47.9726027397	48.8356164384	50.6095890411	47.0410958904	48.6147260274	14629318.8785	3089254.80196	276480.584768	2209426.70345	21.4999533758	4918783.32369	1019687.28597	93366.1638907	705006.086211	11.0816969607	2130349.62742	404350.972314	41701.4004002	286010.219007	6.69606140538	1701861.69038	302028.779327	33038.2498258	217701.623171	10.1204436313	434856698.108	107967164.471	2829338.75884	35984.2095005	9498813.62607	16356758.5028	26537.967735	383179624.136	92879812.2939	2774025.23277	23683.7833129	7837171.65895	14331159.3258	21013.4394375	363573405.309	91682827.1896	2225684.23224	34006.7527357	8810442.67581	13899181.9008	26642.2465507	34692095.7717	15790332.3127	274111.612188	87067.6384968	6577162.21357	5428218.70006	67121.6208471	25.3397495211	0.312155260246	0.133001087676	0.00997473068227	0.0299256093146	72.2967146036	64.4929068264	60.2043046947	4.96909096265	0.12126417198	50.4907542718	5845078.37999	1203830.45989	111146.599721	854536.157959	12.3495388433	304075455.831	77080034.0668	2025789.95901	45185.5960115	8180897.5436	12503829.6074	35328.8186426
333	93	lat_mem_rd_200_256	4,5,6,7:4,5,6,7	1000	600	30.134782	-1	144		1.07998263889	0.915381944444	0.0667557777778	0.363297034722	1.21111111111	0.0282876875	0.990243055556	0.101398708333	47.9722222222	48.8333333333	50.1875	47.0	48.4982638889	14418645.7142	3104196.98503	269011.571934	2188086.759	17.1873224901	4904581.93387	984523.781832	93194.2802795	680652.723029	22.3571312586	1830724.56521	345212.836255	35707.4305829	243237.773749	5.35419721586	1913635.44912	331877.770507	37515.5994383	240338.888069	41.3358202732	530431544.638	106477363.736	7079431.39744	32109.6648167	12018302.9351	16489630.4319	28856.3792818	470394384.628	106321236.229	4470202.58263	36615.5611411	11673674.5879	15814830.3552	24270.5434478	163934388.423	23248769.8875	3718721.63635	29768.4384909	4956193.8219	3892299.74953	24099.6123108	52704652.6565	18277113.8654	723434.017773	82625.4854422	8329731.16875	6033561.92497	66448.1862559	25.2615055689	0.303611193273	0.166963116937	0.0202265372168	0.071628113611	86.8970923984	78.9570720964	27.276680023	8.01950762586	0.140607240259	50.2875880359	5766896.91561	1191452.84341	108857.220559	838079.035961	21.5586178094	304366242.586	63581120.9295	3997947.40855	45279.7874727	9244475.62841	10557580.6154	35918.6803241
334	94	lat_mem_rd_p4	4,5,6,7:4,5,6,7	1000	600	30.136851	-1	148		1.07999155405	0.902871621622	0.0673021486486	0.512795763514	1.21081925676	0.0279923513514	0.990439189189	0.102026297297	48.8716216216	49.8310810811	51.6621621622	47.9527027027	49.5793918919	15144338.1854	3195415.8674	286041.025951	2273341.64799	19.2783453472	4615110.57559	953291.172553	85287.5768022	652107.46062	17.3281450637	2612203.46471	662982.7824	46126.2289014	433634.156121	237.233173212	2179490.03188	392853.462699	41907.693463	280722.765988	40.5298922801	583755789.482	162680448.08	131318.557286	35720.6266561	11104476.6317	23525529.106	18550.4397264	574873104.914	164303151.177	198948.046609	87403.806512	14224730.031	24832463.6668	15373.8291764	572308966.914	163598462.118	198974.078579	86297.9472075	14169715.9684	24717724.0498	16975.4598063	543574442.212	156303997.406	302202.739275	104660.795126	14514490.3695	25190622.642	38020.2018444	47.8376181635	0.322279048345	0.188099675134	0.149295596232	0.0523711302626	98.3690566694	96.0176714128	95.845016085	91.2293212421	0.178011362493	95.3652663523	6137785.56441	1301135.82126	114840.631279	909951.50768	78.5923889758	568628075.881	161721514.695	207860.855437	78520.7938754	13503353.2501	24566584.8661	22229.9826384
335	95	lat_ops	4,5,6,7:4,5,6,7	1000	600	30.131046	-1	147		1.08	0.909906462585	0.067746122449	0.414902965986	1.21108843537	0.0288632040816	0.990654761905	0.102084591837	48.4285714286	49.2176870748	50.8775510204	47.6462585034	49.0425170068	15566332.108	3045561.47068	273011.352316	2167122.83881	15.2492594983	8356630.19397	1437527.63472	145076.760816	1027483.24558	31.816134513	5211155.42107	797566.114498	86013.6330399	570545.976109	19.5641572938	4177804.53419	580844.857182	65284.2266407	422386.985426	27.6033155607	429344073.309	310954064.321	330548.926298	767942.792074	210857756.908	59357704.1963	55552.162637	351602663.31	251238120.038	286587.198368	536593.313318	175845611.962	47998088.3823	40842.7276747	300550551.134	192927701.064	319815.407291	514054.136857	130228022.974	36666006.9848	55676.5555726	204201135.1	139871175.16	489375.791181	337076.173747	97176687.0997	30846722.7872	91028.2002256	26.3934824935	0.24035985004	0.256070228163	0.0832869492865	0.0794805253383	71.1323097063	58.3292784535	48.6125588891	32.4687137297	0.164799388207	52.6357151946	8327980.56431	1465375.01927	142346.493203	1046884.76148	23.5582167164	321424605.713	223747765.146	356581.830785	538916.603999	153527019.736	43717130.5876	60774.9115275
336	96	lat_proc_fork	4,5,6,7:4,5,6,7	1000	600	30.102139	-1	147		1.08	0.91380952381	0.0680767346939	0.389123959184	1.2112244898	0.0310241836735	0.990603741497	0.10195237415	48.1700680272	48.9863945578	50.3741496599	47.1496598639	48.6700680272	21920484.0725	3097305.80357	309948.618716	2284180.79716	24.4953669617	9927234.02552	727178.213664	72379.6016032	505045.096805	4.11679396153	14980990.6881	1518466.15382	185535.706223	1175374.30295	42.8158089547	8703197.15935	410540.799321	48752.0203177	302266.346232	14.7341048836	494795452.906	204842616.05	1387470.58223	735690.76745	60340082.1742	23528668.6749	247085.587651	438088621.822	181746602.824	1283003.48795	667040.949671	54125246.742	21819515.1558	213873.848629	218191483.006	92932324.3773	1055183.14343	418904.54152	30615153.7955	15711578.7006	286557.970145	105828258.887	48695319.1554	1128754.43058	329450.806297	20447200.593	15477564.8089	340613.140428	25.6202768248	0.400991145872	0.122571406019	0.411328498213	0.059731209557	80.7803740248	71.6336071206	35.6098850412	15.9474590627	0.248655564915	50.9928313124	13882976.4864	1438372.74259	154153.986715	1066716.63579	21.5405186904	314225954.155	132054215.602	1213602.91105	537771.766234	41381920.8262	19134331.8351	272032.636713
337	97	bw_mem_rd	4,5,6,7:4,5,6,7	1000	600	30.14048	-1	143		1.08	0.904388111888	0.0742707692308	0.478173034965	1.21557692308	0.122809468531	0.990935314685	0.103917699301	49.7132867133	50.8671328671	51.7622377622	48.4685314685	50.2027972028	19967620.8465	3551343.88478	320319.739737	2514087.35374	46.3782692749	6265302.91204	695971.498676	60758.314154	465850.53367	4.83717209595	5005598.12944	383729.681108	38950.3997357	270910.285975	6.14747434275	4501200.71343	258470.877151	28697.7730694	187651.368579	14.2090574322	479100991.241	187650820.975	16489194.3201	602131.558303	91120755.4947	46746908.1972	45118527.4922	482333076.305	199829124.168	16038127.3415	794866.792804	97578523.9581	53201485.9641	44360614.125	212731942.74	71417266.5195	4575148.67884	174185.766869	27887262.169	11477500.3333	11640335.441	98536219.9209	46515741.2689	625722.21405	363125.207191	23549908.7177	17523843.3953	3067602.69628	25.2634050344	0.435409094194	0.120272633935	0.0986714537699	0.112615304923	78.8164097813	78.6349864806	30.8063853181	12.8565359166	0.191742121705	50.2785793742	8934930.65036	1222378.98543	112181.556674	859624.885491	17.8929932864	318175557.552	126353238.233	9432048.13862	483577.331292	60034112.5849	32237434.4725	26046769.9386
338	98	bw_mem_wr	4,5,6,7:4,5,6,7	1000	600	30.175517	-1	144		1.08	0.903585069444	0.0744075	0.452292631944	1.22030381944	0.174884673611	0.990564236111	0.1057650625	50.7152777778	51.6458333333	52.3958333333	49.0972222222	50.9635416667	18582590.2722	3248922.49745	295013.727442	2317453.63532	38.7232062335	6144915.72687	726818.011222	63509.8140702	488899.24099	2.27875593371	4626452.88268	370687.92827	37219.3483659	259229.711478	3.05734316545	5575540.86774	516179.887246	57603.1556928	378312.632087	36.3304686384	516180408.216	138357094.437	12217307.3408	651574.870189	51828551.3609	41812046.7569	71263317.3663	474750911.656	124611873.777	11231726.237	565842.696742	45575604.4442	36567965.9981	65220587.0869	206221794.004	72248001.5171	2396085.41133	373699.397051	27349381.8248	17544373.8479	14055545.5351	76060671.2755	19457491.467	333352.845149	101383.285207	7349043.03712	4728325.60767	736126.142438	25.4816121606	0.27434192007	0.0656688723956	0.0653627339524	0.118830022412	85.3045255519	79.1868326778	31.2522424541	7.14420789646	0.131050887208	50.7219521451	8732374.93737	1215652.08105	113336.511393	860973.80497	20.0974434927	318303446.288	88668615.2996	6544617.95857	423125.062297	33025645.1668	25163178.0526	37818894.0327
339	99	bw_mem_cp_200m	4,5,6,7:4,5,6,7	1000	600	30.161316	-1	142		1.08	0.90286971831	0.0756836619718	0.485901161972	1.21919894366	0.176769633803	0.990853873239	0.106770619718	51.2887323944	52.3943661972	52.8450704225	49.6549295775	51.5457746479	18165007.9109	3218761.10541	285513.265168	2268160.37118	35.2331783012	7459650.88378	938942.90246	85944.0659288	644187.694173	11.1216373864	4463838.27245	312823.719693	30991.9539378	217077.81965	3.27099917714	4583561.30955	319100.916432	33652.0275724	226676.043686	10.6979314378	531424137.73	153974459.703	17072990.0981	812890.91304	58103592.6501	51617477.5951	68575158.0482	551177822.258	162789826.197	17851789.6291	849786.041299	60956132.4465	53341659.5323	70169686.436	99077638.1234	22619826.459	1226734.95989	57315.2057563	5721361.52682	2617872.64564	4539742.82109	88108869.6237	24650788.2885	578301.27327	126829.314422	9116992.4575	5792855.61358	1505511.56444	25.4499690481	0.371751544445	0.100609705646	0.0341856967045	0.107744651865	87.778645146	91.2111341431	13.5828160066	9.87495334116	0.153572899665	50.6118871592	8668014.59416	1197407.161	109025.328152	839025.482173	15.0809365756	317447116.934	91008725.1618	9182453.99009	461705.36863	33474519.7702	28342466.3467	36197524.7174
340	100	bw_mem_cp_700m	4,5,6,7:4,5,6,7	1000	600	30.185263	-1	141		1.08	0.910328014184	0.0733863829787	0.432002489362	1.21641843972	0.115419539007	0.990629432624	0.106363319149	50.6737588652	51.5957446809	52.7659574468	49.4113475177	51.1117021277	19961029.0244	3344427.92398	311728.23573	2401375.48777	31.6606099927	7882322.93169	900047.041848	81436.9547882	614694.234867	73.0400371656	7550347.28671	918108.232307	67836.7061501	661192.782448	67.933140291	7090356.75229	740229.984359	55308.2219047	512840.45815	35.065476586	413464550.275	166430965.044	16017512.5538	746722.709939	65166976.2294	50797688.1363	56578239.8384	289461018.832	154561478.719	4062160.10092	961312.247497	72439800.1063	50855648.0083	17850599.4855	231212912.196	138145996.581	1121668.90914	929145.543037	69177295.9249	47717481.5242	8806958.05666	96525837.9568	35631885.094	513888.663094	289343.923663	17635618.8838	13444710.9913	1954847.23296	19.939475132	0.443423545459	0.219715571539	0.283659354635	0.199934292786	65.7938880949	46.3346196076	36.0342046035	10.0652395404	0.286683191105	39.5569879616	10621013.9988	1475703.29562	129077.529643	1047525.74081	51.9248160088	257666079.815	123692581.359	5428807.55673	731631.106034	56104922.7861	40703882.165	21297661.1534
341	101	bw_mem_cp_2000m	4,5,6,7:4,5,6,7	1000	600	30.103864	-1	147		1.08	0.914515306122	0.0688040816327	0.393202884354	1.21100340136	0.0317964965986	0.990170068027	0.104173816327	49.1632653061	50.2653061224	52.1224489796	48.5102040816	50.0153061224	17928924.0933	3342506.41854	306692.628919	2379012.54491	38.1417086558	5263467.53505	745070.748738	70589.875005	510946.877376	7.50044060388	3273401.77267	323041.963035	33412.4613357	227009.71035	5.58000916457	9821562.83818	1420426.91227	175134.433771	1112429.97208	60.4821557359	196068681.936	93636860.4444	466730.059202	349673.91185	32831207.4858	14713375.1454	1526744.34993	384566182.17	164781846.999	518897.199221	509554.051898	49327294.0157	17969237.7876	1535517.77447	526219644.519	211068688.116	410627.957174	562647.417185	54627846.655	13663047.3255	135706.495099	174125978.307	69013288.6327	428582.608132	222449.341808	19479268.2841	8292002.52536	112332.246966	26.2855426582	0.470171008791	0.0995535952166	0.033022917905	0.378985905204	32.1954315602	62.6921457406	86.6175689246	27.4182624188	0.245433356779	52.2308521611	9071839.0598	1457761.51065	146457.349758	1057349.77618	27.92607854	320245121.733	134625171.048	456209.455932	411081.180685	39066404.1102	13659415.696	827575.216617
342	102	tlb	4,5,6,7:4,5,6,7	1000	600	30.099261	-1	147		1.08	0.915408163265	0.0676946938776	0.354137741497	1.21045918367	0.0283407006803	0.99	0.103000408163	48.8095238095	49.3605442177	51.2925170068	48.0	49.3656462585	15611145.1758	3159866.72422	290362.784879	2264499.21245	35.4244650884	6244016.55466	1160543.73152	115357.131233	828672.413286	12.8779616334	1791141.0419	285757.072313	27935.1754369	197206.997159	1.86024554842	2097853.10832	316441.900676	34159.3097231	227239.635618	10.4593805292	488686255.0	131962748.278	220942.663391	188138.728085	19842177.1656	14449928.4311	82087.3227786	303345682.524	82629420.2754	162748.271131	126044.39386	12871903.4446	9176036.50383	56057.1699907	355689878.781	98744379.605	178578.468339	152628.050316	15628277.2669	10475275.7167	65876.1410318	62702496.2869	24939614.0194	289097.047968	111140.630767	8159685.81403	5674348.98253	55530.3664899	25.2076307595	0.389344331589	0.109185042712	0.043090880681	0.0892773037174	80.8848406547	50.4960819279	59.3747360812	10.0687947626	0.157724389675	50.2061133566	6436038.97018	1230652.35718	116953.600318	879404.564628	15.1555131998	302606078.148	84569040.5443	212841.612707	144487.950757	14125510.9228	9943897.40853	64887.7500728
343	103	line	4,5,6,7:4,5,6,7	1000	600	30.106612	-1	145		1.08	0.910456896552	0.069820137931	0.399957758621	1.21278448276	0.0673863241379	0.99025862069	0.103787365517	49.2965517241	50.0827586207	51.4413793103	48.1862068966	49.7517241379	18338418.859	3335261.19678	303426.689672	2367983.77187	35.958590814	5943381.75264	767693.66522	69690.256684	514129.808753	16.4559464178	6283460.8459	742593.657797	82442.1732505	544811.065616	15.9493708037	3948997.38302	320023.535293	33718.4434109	228839.240217	59.139645059	462470879.587	178222775.459	2838524.71135	475879.949064	74071156.5583	23832534.9653	10414080.389	393733338.896	151656518.154	2431958.0561	405956.059971	63208827.1063	20422159.5541	8783724.46149	246683732.042	112617713.879	1516299.91714	317291.790869	50364480.0819	15663890.9713	5861517.35219	127616751.059	81755757.9749	1037799.52487	303598.923175	42030455.9966	15221293.308	3566781.21276	25.1251906079	0.42369280484	0.218977531177	0.219511185551	0.18706015214	75.8122940125	65.2141689425	38.9700691202	19.6941539492	0.262310418427	49.9226715061	8628564.71014	1291393.01377	122319.390754	913940.971615	31.8758882736	307626175.396	131063191.367	1956145.55237	375681.68077	57418729.9357	18784969.6997	7156525.85385
344	104	cache	4,5,6,7:4,5,6,7	1000	600	30.104867	-1	144		1.08001736111	0.914635416667	0.069780875	0.351169020833	1.21303819444	0.0797930138889	0.990555555556	0.1038790625	49.0138888889	50.0069444444	51.2152777778	48.0	49.5590277778	15426082.199	3228800.36513	291566.875585	2305590.53196	34.6711298558	3603776.68095	760958.978699	66502.3069433	512629.99414	4.14652145311	1600657.93705	307504.04223	30215.0350241	214268.44938	3.22952681545	1837128.854	324165.976633	35564.4462701	233941.48336	33.2407931107	302418011.812	22443065.9571	3927378.84846	58378.7085519	8510544.39108	4480378.14645	9214810.51426	488660226.196	19133553.2373	11558907.669	34737.9661114	3996791.65912	4277899.1913	10001042.3496	177470033.893	21693314.7527	2261083.23883	60857.5149682	9106376.33831	4487197.07671	5152787.11742	240026338.342	13777917.3666	3548691.33538	83065.3562536	5540019.70058	4987430.92934	6973126.3113	25.2882620915	0.751358389203	0.208570426696	0.32459547392	0.241132517081	52.0752372358	80.4615891189	29.2210468254	38.6831523871	0.381414201725	50.1102563918	5616911.41774	1155357.34067	105962.165956	816607.61471	18.8219928088	302143652.561	19261962.8284	5324015.27292	59259.8864713	6788433.02227	4558226.33595	7835441.57313
345	105	par_mem	4,5,6,7:4,5,6,7	1000	600	30.146566	-1	141		1.08	0.910239361702	0.073669787234	0.470741269504	1.21486702128	0.139121340426	0.990257092199	0.10517264539	50.3617021277	51.3829787234	52.0425531915	48.8936170213	50.670212766	14659102.2376	3094975.49604	275015.113273	2181134.94502	38.1959275742	3441126.45674	734657.459764	63867.1144304	491922.108627	4.98400003897	1618805.17122	326435.899783	31626.3507852	226439.217364	3.01279687048	1568965.70685	284565.895781	30580.276388	204991.9373	14.4153928379	581498760.122	96328247.6395	23285330.5355	51265.9994575	4987446.96814	15952684.7012	39305638.8549	549142128.995	83736105.6029	22107851.5468	36123.7521239	3594073.31333	14460708.0297	38840136.331	52654649.9252	4047939.66015	2423357.85971	11206.6259683	818901.63913	1068067.49406	4182016.19695	41218053.7977	19512271.5666	308137.815731	86802.530157	5923187.11468	5092056.96384	342666.087719	25.0191886724	0.561836970872	0.169606304611	0.13133701077	0.0923629800873	93.9872390001	91.3905480014	8.39303869729	4.94616329591	0.238785816585	49.6792472487	5321999.8931	1110158.68784	100272.213719	776122.052077	15.1520293304	306128398.21	50906141.1173	12031169.4394	46349.7269267	3830902.25882	9143379.29719	20667614.3676
346	106	gcc	4,5,6,7:4,5,6,7	1000	600	30.105572	-1	147		1.08	0.90318877551	0.0717942857143	0.481901061224	1.21210034014	0.0592220884354	0.990467687075	0.105040278912	49.9591836735	50.9931972789	52.462585034	49.380952381	50.6989795918	39049636.9917	5000126.66133	574147.58868	3842531.00804	26.3499240787	17299419.2364	1156726.43504	130766.032581	850332.629343	6.89350042676	13221087.3351	369046.577906	46508.296606	274914.598124	4.90587814892	21410566.5968	1769906.68496	231152.032759	1379005.46536	44.4517115046	317794680.994	263629998.107	5432287.3217	1337114.94921	132066933.249	92017581.2553	3007423.0936	327198583.337	271348456.894	5411106.92567	1384530.47359	137828405.145	95242769.5642	3827645.9262	264456377.855	211657060.357	4454615.67086	1101747.29753	106710340.946	74359866.5857	2964098.33091	248152296.822	196935473.466	4018804.3967	1039806.46599	101190606.198	70393377.5233	3151915.86994	23.605232795	0.784156412069	0.0427875893239	0.033022917905	0.324825350261	52.27809351	54.5631140707	41.9540497549	38.942726228	0.29619806739	46.9344958909	22745177.54	2073951.58981	245643.487656	1586695.92522	20.6502535397	289400484.752	235892747.206	4829203.57873	1215799.79658	119449071.384	83003398.7321	3237770.80516
347	107	tar	4,5,6,7:4,5,6,7	1000	600	30.102031	-1	145		1.08	0.90675	0.0709746206897	0.545072462069	1.21112068966	0.0372791655172	0.990189655172	0.104867344828	50.5172413793	51.2275862069	52.8827586207	49.0482758621	50.9189655172	40285906.4433	8127678.38661	721052.716087	5840640.76754	11.5132621293	10083815.7551	1851831.89261	167195.944883	1331005.76898	22.4620617206	5093565.70444	884427.299128	85121.1432979	623367.693885	16.0141798219	2293712.18789	295270.876156	32335.1047334	213014.84212	15.4681502998	440397804.724	593193951.079	8173528.91557	2826247.59932	312147705.724	162931975.544	643126.259031	271891034.984	351868994.274	5075907.49607	1728273.74642	184935751.414	97746613.6216	537544.788286	312590174.563	410099388.676	5685556.71933	1939080.4297	215342808.507	113073711.516	564762.644933	89297380.375	82424120.4502	1652778.83811	509816.480605	42732744.8114	26693596.55	486829.942013	22.8108713392	1.45872983649	0.303306247887	0.0336417157275	0.0842691996901	72.0515158336	43.4310695381	51.2120976505	13.2449944724	0.469986749949	44.9849193736	14439250.0227	2789802.11363	251426.22725	2002007.26813	16.3644134929	278544098.661	359396613.62	5146942.99227	1750854.56401	188789752.614	100111474.308	558065.908566
348	108	mpeg4_lq_mp	4,5,6,7:4,5,6,7	1000	600	30.104443	-1	145		1.08001724138	0.91524137931	0.0683611310345	0.238185668966	1.21151724138	0.0424561034483	0.990379310345	0.102650089655	48.1103448276	48.7103448276	50.3862068966	47.5931034483	48.7	24860190.9983	4588329.67084	473617.120246	3406603.0618	25.1155373587	4692519.94985	891727.287412	82044.3297781	611662.555252	8.22941499546	2519693.37919	438613.29851	44385.6112771	308279.67549	6.76867369742	1864464.09803	284862.117035	31094.874822	206235.452483	10.1341210888	61519623.0501	56303342.356	1519253.91998	359351.577819	21263894.5458	16574716.0895	2762831.8961	34313748.7797	26574823.8507	841097.061841	168158.731082	10210650.8827	8217011.26978	1704066.93738	69546858.4022	64862428.212	1732065.0205	427245.259465	24481003.8362	18977171.098	3029141.72069	72583468.5906	63552444.1462	1693531.45475	438813.882139	24972967.8315	19864170.4795	3012656.11085	4.38211304717	0.689893864891	0.0841867445044	0.0502992642916	0.0671201221554	8.80770729781	4.73999333639	10.0443911216	10.6259895269	0.222874998961	8.55452032066	8484217.10635	1550883.09345	157785.484031	1133195.18626	12.5619367851	59490924.7056	52823259.6412	1446486.86427	348392.362626	20232129.274	15908267.2342	2627174.16625
349	109	par_mem_mp	4,5,6,7:4,5,6,7	1000	600	30.136909	-1	140		1.08	0.908375	0.0732162857143	0.467268414286	1.2146875	0.133524064286	0.990678571429	0.104933857143	50.2285714286	51.2357142857	51.9928571429	48.8357142857	50.5732142857	15614962.1733	3345561.22844	289773.664058	2362689.3969	20.1047454656	4775935.26555	977508.884678	89702.1403338	671758.788875	18.0757699786	1671891.89629	335116.282857	32727.5664741	232669.850675	5.58489816328	1531023.71946	278652.127156	30683.3349498	200971.266388	13.5923800225	546685445.581	107741056.142	19861255.7616	47632.2861693	4862193.14493	17638370.8273	36840199.3356	548774542.703	77449230.4433	24477865.9055	45131.4737213	4196733.7584	13145592.0345	35373100.4587	99672902.8529	7101067.23177	4608123.89246	14494.0027166	1275716.31034	1580204.0175	6039950.13699	24432099.0872	9673061.71456	289312.366305	73238.204456	4733622.9674	3915443.93804	311730.828107	25.2756779552	0.404601593226	0.166275471234	0.0669153137341	0.0691259826841	90.7083564356	91.3450706309	16.1584380811	2.73605720747	0.17672959022	50.2369805887	5898453.26364	1234209.63078	110721.676454	867022.325709	14.3394484075	304891247.556	50491103.883	12309139.4815	45123.9917658	3767066.54526	9069902.70433	19641245.1898
350	110	mp_bus_spd	4,5,6,7:4,5,6,7	1000	600	30.098215	-1	146		1.08	0.902260273973	0.0731810958904	0.751600006849	1.21295376712	0.0774385273973	0.990556506849	0.107137671233	51.8767123288	53.3150684932	54.7260273973	50.9863013699	52.7260273973	18399162.3812	3791467.66717	342263.840424	2715556.26406	27.4712262434	7863908.13126	1594727.93919	144038.528089	1100959.17048	8.9604278045	2781165.03244	526726.694087	50862.2095199	367550.662101	4.37032705088	3600237.65716	673149.411855	68532.9200634	472009.500983	33.8957849263	561081294.04	466174363.312	17721421.0473	72080.3461057	235430605.722	89969689.244	13493802.6914	540251196.119	443651966.127	16310286.6856	90998.9522934	224146087.944	86360551.2869	13418526.4252	518270763.335	398531800.853	15982951.527	88429.4996942	201268833.578	77654640.0411	11445030.4611	484359854.093	373538050.13	14750303.2494	143309.425309	188803305.736	74702114.9152	10411661.318	43.5164441212	0.348026580572	0.126834750976	0.0664997716088	0.0801871032409	92.8699525153	89.1163102651	84.8242780866	80.3163365278	0.155387051599	86.7817193487	8161118.30052	1646517.92808	151424.374524	1164018.89941	18.6744415063	525990776.897	420474045.105	16191240.6273	98704.5558507	212412208.245	82171748.8718	12192255.2239
351	111	mp_bus_spd2	4,5,6,7:4,5,6,7	1000	600	30.136666	-1	146		1.08	0.902431506849	0.0730035616438	0.795162958904	1.21241438356	0.0783619520548	0.990676369863	0.106205363014	51.602739726	52.8904109589	54.3630136986	50.7123287671	52.3921232877	18273084.6839	3732408.32016	338518.916784	2667625.49801	29.4261916022	7024176.96519	1486352.00288	124307.414107	991403.670377	11.576671997	4273847.21105	834631.720753	78414.8096473	579660.562375	6.24207172896	3163011.84912	577703.244259	58765.8051094	404364.799183	97.1764407601	562319831.876	481173015.503	19311662.2312	75546.9112187	234809313.26	119181244.071	13214898.4419	540209778.466	439548058.045	19301011.5171	83102.7808422	212000749.143	108781184.242	12668401.006	512930752.134	406356735.008	16095140.8228	93061.8347968	193662345.114	100868716.047	12636327.9136	484451757.72	382597247.714	14386975.6136	151064.068009	183550918.403	96626599.4312	10208628.9732	43.778769365	0.401794279916	0.170060150993	0.0332491022742	0.0834989243908	93.1647587794	90.1579060602	85.3635638068	80.581650259	0.172150614394	87.3169697263	8183530.17731	1657773.82201	150001.736412	1160763.63249	36.1053440221	524978030.049	427418764.067	17273697.5462	100693.898717	206005831.48	106364435.948	12182064.0837
